Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Non-specific/Unknown,iOS Compatibility,Ink Consumption,Competitor Product Comparison,Audible Noise,Sentence,Sentence#
0,0,0,0,0,1,0,0,0,0,0,"- Lots of features, great print quality.",14383
0,0,0,0,0,0,0,0,0,0,1,"Does make a bit of noise",14384
0,0,0,0,1,0,0,0,0,0,0,"Gone is the ""pop-out"" rear tray for photo printing, etc. A new, second tray loaded from the front allows easy storage of photo paper at the same time regular paper is stored.",14388
1,0,0,0,0,0,0,0,0,0,0,"The fully wireless network install was a snap, and not having it wired to any one computer in the house has been a blessing.",14389
0,0,0,0,0,1,0,0,0,0,0,"But the Scanning was great, the printing is great.",14393
0,0,0,1,0,0,0,0,0,0,0,"Good printer at an *EXCELLENT* price.",14394
0,0,0,1,0,0,0,0,0,0,0,"Only bought this printer for color copies for small usage so it fills the bill and price.",14399
0,0,0,0,0,0,0,0,1,0,0,"Unfortunately we had just bought a lot of ink cartridges so we decided to get another one.",14401
0,0,0,0,0,1,0,0,0,0,0,"As others have said this printer takes forever to get started but the print quality is good for our needs.",14402
0,0,0,1,0,0,0,0,0,0,0,"We are now in a world of disposable products and we only only hope for another 2 years but the price point is not bad for the features.",14403
0,0,0,1,0,0,0,0,0,0,0,"Good for printing CD/DVDs - The main reason I chose this printer, other than price, was that I needed to replace one that died, and had the capability to print on CD/DVDs.",14404
0,0,0,0,0,1,0,0,0,0,0,"Copy quality is good - I bought the MX922 to replace my old MX340.",14413
0,0,0,0,0,1,0,0,0,0,1,"The copy quality is good but it is bigger, slower and makes loud clunky noises.",14414
0,0,0,0,0,0,0,0,0,1,0,"A great printer - I have had HP printers in the past, but this Canon is far superior to any previous printer.",14416
1,1,0,0,0,0,0,1,0,0,0,"It is fast, easy to set up, prints online or via my iPhone and iPad, and two-sided printing saves a lot of paper.",14417
0,0,0,0,0,0,0,0,0,1,0,"However, this is replacing an HP that I've had for about 8 years using a sub to Ethernet dongle.",14422
0,1,0,0,0,0,0,0,0,0,0,"This one frequently loses connection to the wi-fi access point even though our other devices right next to it work fine.",14427
0,0,0,0,1,0,0,0,0,0,0,"The only thing that is kind of annoying is the paper trays underneath the output tray.",14433
0,0,0,1,0,0,0,0,0,0,0,"I found this one on sale and jumped on it.",14440
0,0,0,1,0,0,0,0,1,0,0,"The replacement ink cartridges are expensive however.",14450
1,0,0,0,0,1,0,0,0,0,0,"somewhat complicated to operate, great results - set up was somewhat complicated especially the insertion of paper.",14454
0,0,0,0,0,1,0,0,0,0,0,"Results were terrific.",14456
0,0,0,0,0,1,0,0,0,0,0,"Great prints - It does great job of printing.",14462
1,0,0,0,0,0,0,0,0,0,0,"great product - Easy set up works great.",14464
0,0,0,0,0,0,0,0,0,1,0,"Just waiting to see if aftermarket ink works, Threw out my HP because the only work with store bought HP ink.",14465
1,0,0,0,0,0,0,0,0,0,0,"IF YOU ARE LOOKING FOR A INK JET LABEL PRINTER THIS ONE IS WILL DO IT FOR YOU VERY EASY TO SET UP AND USE.",14467
1,0,0,1,0,0,0,0,0,0,0,"Low cost, easy set up!",14469
1,0,0,0,0,0,0,0,0,0,0,"- The MX 922 is fairly inexpensive but seems very reliable with an easy set up.",14470
0,0,0,0,0,0,0,0,1,0,0,"Since Canon makes it impossible to use ink cartridges that you have on hand from a previous unit, I have decided to never invest in a more expensive printer.",14471
0,0,0,0,0,0,0,0,1,0,0,"I must admit it is huge but I decided to keep it anyway, I also think the ink is costly but I try to recycle cartridges when purchasing new ones.",14474
0,1,0,0,0,0,0,0,0,0,0,"I love that I can print from my devices also.",14475
0,0,0,0,0,1,0,0,0,0,0,"The print quality is very good, and the additional scanning and copying functionality is excellent.",14478
0,1,0,0,0,0,0,0,0,0,0,"I love being able to send print jobs via wifi.",14479
1,0,0,1,0,0,0,0,0,0,0,"can't beat the price - The setup was not too difficult but having trouble receiving fax.",14482
0,0,0,0,1,0,0,0,0,0,0,"The paper tray that always pops open when printing is a bit annoying as it always needs to be manually closed.",14488
0,1,0,0,0,0,0,0,0,0,0,"I do like the wireless printing capability even though I have mine hard wired and not wireless.",14489
1,0,0,0,0,0,0,0,0,0,0,"I'm having a little trouble setting up the fax to receive (with answering machine) but that's very minor at this point for me.",14492
0,0,0,0,0,0,0,0,0,0,1,"And it is a little noisy during this even on quiet mode but nothing I can't deal with.",14495
0,0,0,0,0,0,0,0,1,0,0,"I haven't had enough time to judge the ink consumption.",14496
1,0,0,0,0,0,0,0,0,0,0,"My installation was going just fine until the disk tried to install my drivers for the Pixma MX922.",14508
1,0,0,0,0,0,1,0,0,0,0,"It just gets a few seconds into it and the installation fails at the ""cleaning up shortcuts"" message.",14509
1,0,0,0,0,0,0,0,0,0,0,"I also tried downloading the drivers from the Canon site and the same problem happens during installation from those files.",14511
0,0,1,0,0,0,0,0,0,1,0,"I have an HP Pavilion PC.",14512
1,0,0,0,0,0,0,0,0,0,0,"I have the same problem if I try to install the printer using a USB cable.",14514
0,0,1,0,0,0,0,0,0,0,0,"I am using windows 10 64 bit.",14525
0,0,0,0,0,1,0,0,0,0,0,"It prints fine onto photo media or plain paper.",14526
1,0,0,0,0,0,1,0,0,0,0,"My workflow is as follows: Set up the design in Image Garden Select ""Print"" Settings are: Printer: Canon MX920 Printer Paper Size: Standard disk 4.7"" 120mm (small inner circle) Media Type: Printable disk (recommended) Paper Source: Disc Tray Print Range: All Print Position: Default Advance Settings: No Correction Click Print Processing message appears for 15 to 20 seconds Then the message appears ""Printer not Responding""",14528
1,1,0,0,0,0,0,0,0,0,0,"Although my printer is set correctly (I went through the setup twice to be sure) my chromebook says the printer is offline.",14539
0,1,0,0,0,0,0,0,0,0,0,"I can print from my desktop wirelessly with no problem, but the chromebooks do not connect.",14541
0,0,0,0,0,1,0,0,0,0,0,"Most everything prints fine with great quality and alignment, but only in certain situations does it print wavy like the alignment is off.",14554
0,0,0,0,0,1,0,0,0,0,0,"Hi saraingreen, You can try enabling the prevent paper abrasion setting on the printer to see if this will resolve the wavy printing issue being experienced.",14565
1,0,0,0,0,0,0,0,0,0,0,"Select SETUP, then press the OK button.",14569
1,0,0,0,1,0,0,0,0,0,0,"Or maybe someone out there can take a photo of the bottom of their MX920 with paper cartridges removed and point to where this spring is installed to keep the feed mechanism pressed down onto the bottom paper supply.",14594
1,0,0,0,0,0,0,0,0,0,0,"Right now gravity seems to do that for my unit without spring installed so the printer works just fine...",14595
0,0,0,0,1,0,0,0,0,0,0,"https://drive.google.com/file/d/0B0nN2a_xojvPX0NsU0NIaHR5MGM/view?usp=sharing I think it's intended to keep the lower paper tray feed mechanism in tight contact with the paper in the tray (8.5x11).",14602
1,0,0,0,0,0,0,0,0,0,0,"Use the arrow keys to select SETUP, then press the OK button.",14610
0,1,0,0,0,0,0,0,0,0,0,"The time for the download process may vary depending on the speed of your Internet connection and the size of the file being downloaded.",14628
1,1,0,0,0,0,0,0,0,0,0,"When I originally set up my printer I set it up for LAN but then the internet was unreliable so I so I started using the USB.",14636
0,0,1,0,0,0,0,0,0,0,0,"I uninstalled the software from my computer and reinstalled indicating that I would be using the USB and to my dismay it still says ""Set the PC to start scanning!"" when I try to scan.",14638
0,0,1,0,0,0,1,0,0,0,0,"I also used the forum to go the the ""Save/Forward"" button on the printer and selected the USB for my computer and the message ""Set the PC to start scanning!"" went away but now it just says ""Processing....Please wait momentarily"" for about a minute then does nothing.",14640
0,0,1,0,0,0,0,0,0,1,0,"I have a HP laptop that runs Windows 7.",14641
0,0,0,0,0,0,0,1,0,0,0,"Trying to print a B&W photo from either my iPad or a Mac desktop.",14647
0,0,0,0,0,0,0,1,0,0,0,"Have tried printing from a variety of applications including Preview, PhotoShop, and iPad photo app.",14648
0,0,0,0,0,0,0,0,1,0,0,"Photo prints using both BLACK and MAGENTA ink, so that all the gray tones in the photo are reddish.",14649
0,0,0,0,0,0,0,1,0,0,0,"Checked settings on Mac and ensured that PRINT said ""B&W photo"" Have no idea what is going on.",14650
1,0,0,0,0,0,0,0,0,0,0,"I only have two computers set up to use this printer.",14658
0,0,1,0,0,0,0,0,0,0,0,"System configuration: My computer is running Windows 10 and my wife's computer is Windows 7.",14667
0,0,1,0,0,0,0,0,0,1,0,"Both are Dell Precision series laptops.",14668
0,1,1,0,0,0,0,0,0,0,0,"The MX922 is connected to the home network by wireless connection, as are both laptops.",14669
1,0,1,0,0,0,0,0,0,0,0,"What version of Windows is installed on your computer?",14679
0,0,0,0,0,0,0,0,1,0,0,"I don't use original or branded ink because they are very expensive.",14693
0,0,0,0,0,0,0,0,1,0,0,"I usually buy the ink for cheaper from Amazaon, because i print a lot when i am at school.I think the problem started a year ago but it was not so bad-the papers were readable.",14694
0,0,0,0,0,0,0,0,1,0,0,"Also, when i bought it for 6 months i just changed the ink without realigning the head or cleaning the nozzles (my mistake).",14696
1,0,0,0,0,0,0,0,0,0,0,"When i print under the option image (advance set up) -the print is pretty much (not perfect) clear.",14700
0,0,0,0,1,0,0,0,0,0,0,"Re: Canon MX922 feeds 2 pages at once - Hi wiscwebwriter, Performing a roller cleaning on the printer may resolve the paper feeding issue you are experiencing.",14737
0,0,0,0,1,0,0,0,0,0,0,"It feeds 2 pages at once very frequently.",14743
0,1,0,0,0,0,0,1,0,0,0,"why does my macbook pro often lose connection with the canon mx922?",14749
0,0,0,0,0,0,0,0,0,1,0,"This happened with the HP printer as well.",14750
0,1,0,0,0,0,0,0,0,0,0,"The Canon MX922 has serious wifi disconnect problems due to the default settings for WLAN.",14751
0,1,0,0,0,0,0,0,0,0,0,"It is set to disconnect if not used after a certain period of time.",14752
1,0,0,0,0,0,0,0,0,0,0,"The setting can be changed this way: To disable this feature: Select Setup on your printer's Menu panel Select Device Settings Select LAN Settings Select Other settings And then Wireless LAN DRX setting Set this option to Disabled This helped me make my unusable MX922 a model wifi citizen after trying many, many different things.",14754
0,1,0,0,0,0,0,0,0,0,0,"All of the sudden I can't print on my wireless PIXMA MX922 because nothing will recognize it.",14777
0,1,0,0,0,0,0,0,0,0,0,"I have tried twice reconnecting to the router and printer says it completed the task but still nothing will pick it up.",14778
0,1,0,0,0,0,0,0,0,0,0,"Check to make sure that your iOS devices are connected to the same Wi-Fi network as the printer.",14780
0,1,0,0,0,0,0,0,0,0,0,"If may be possible that they connected to a different network or access point.",14781
0,1,0,0,0,0,0,0,0,0,0,"Also, if your router uses both 2.4 GHz and 5.0 GHz frequency bands, be sure to connect your iOS devices to the 2.4 GHz network in order to access the printer.",14782
0,1,0,0,0,0,0,0,0,0,0,"Re: My MX 922 is only recognized on my network when I am printing content from my Android phone using - Hello.",14787
0,1,0,0,0,0,0,0,0,0,0,"Re: My MX 922 is only recognized on my network when I am printing content from my Android phone using - Hi!",14795
0,0,1,0,0,0,0,0,0,0,0,"To ensure the most accurate information is provided, we will need to know the version of Windows in use.",14796
0,1,1,0,0,0,0,0,0,0,0,"Re: My MX 922 is only recognized on my network when I am printing content from my Android phone using - Windows 7 Professional 64-bit",14798
0,1,0,0,0,0,0,0,0,0,0,"I can't use the MX922 wirelessly with Adobe Acrobat, MS-Paint, or Quickbooks.",14801
0,0,1,0,0,0,0,1,0,0,0,"I beginning to think that converting from Windows to Mac was a big mistake.",14813
1,0,0,0,0,0,0,0,0,0,0,"I used the Canon drivers and now have the most recent one installed.",14818
0,1,0,0,0,0,0,0,0,0,0,"richti-ranch wrote: Network connection prohibited by security software (if this were true, i would not be able to print) Actually that is not correct.",14821
0,1,0,0,0,0,0,1,0,0,0,"Printing is outgoing from the Mac.",14822
1,0,0,0,0,0,0,0,0,0,0,"If you don't have any application installed that could be blocking the scan then open Image Capture and see if the MX is listed under Shared (you may need to click the Show text).",14825
0,0,0,0,0,0,0,1,0,0,0,"So this would indicate that there is something on the Mac or network blocking its network discovery.",14838
0,1,0,0,0,0,0,0,0,0,0,"I can print to the printer from my computer or from another computer on our LAN.",14849
0,1,0,0,0,0,1,0,0,0,0,"Following your instructions and my original run of these utilities I receive the message: Cannot connect to the scanner for theses reasons: disconnected from LAN (if this were true, i would not be able to print) if using wireless LAN, signal strength is poor due to obstructions (not using wireless LAN) Network connection prohibited by security software (if this were true, i would not be able to print) different scanner on the network is connected (this is the only scanner we own)",14852
0,0,1,0,0,0,1,0,0,0,0,"It got me out of the error code but my pc won't recognize the printer.",14881
0,1,0,0,0,0,0,0,0,0,0,"I have tried both wired and wireless configurations, with both the Wireless DRX and Wired DRX settings turned off.",14896
0,1,0,0,0,0,0,0,0,0,0,"It is currently in the wired configuration, connected directly to the router.",14898
0,1,0,0,0,0,0,0,0,0,0,"I confirmed that the wired and wireless DRX settings were ""disabled.""",14905
0,1,0,0,0,0,0,0,0,0,0,"Every morning I need to turn off the printer and turn it back on again to restore the network connection.",14909
0,1,0,0,0,0,0,0,0,0,0,"My printer is configured wirelessly and works great once a connection is restored.",14913
0,1,0,0,0,0,0,0,0,0,0,"can print from new MX922 over wireless network but cannot scan to iMac OSX10.6.",14919
1,0,0,0,0,0,0,0,0,0,0,"Options ?03-30-2015 08:41 PM This is a post I made yesterday; I will try your solution; I used to be a Network Adminstrator, installed computers, printers, software, servers for instructional computer labs - this IS THE WORST setup I've ever encountered.",14920
0,1,0,0,0,0,0,0,0,0,0,"New MX922, printing over wireless network from 2 computer but cannot scan.",14922
0,1,1,0,0,0,0,0,0,0,0,"The screen on the printer shows send to ""PC Local USB"" How do I change that to the wireless network?",14923
0,1,0,0,0,0,0,1,0,0,0,"Re: MX922 Prints but can't scan - Hi ebenecke, You will need to have the Canon IJ Network Scanner Selector EX running on your Mac in order to scan wirelessly.",14924
0,1,0,0,0,0,0,0,0,0,0,"More information on scanning wirelessly can be found here.",14926
0,1,0,0,0,0,0,0,0,0,0,"Should you still experience difficulty scanning wirelessly, please call or email us using one of the methods on the Contact Us page for further assistance.",14927
0,0,0,0,0,0,0,1,0,0,0,"Mac Basics: Using a scanner",14942
0,1,1,0,0,0,0,1,0,0,0,"The MX926 is connected to my network via Wi-Fi and shared with a MacBook Pro, MacBook Air and a Windows PC.",14944
0,0,0,0,0,0,0,1,0,0,0,"In the last 24 hours something has changed; my MacBook Pro can no longer scan from the MX926.",14945
0,0,0,0,0,0,1,1,0,0,0,"No error messages or any sign of fault, my MacBook Pro just stopped recognising the scanner portion of the MX926.",14946
0,0,1,0,0,0,0,0,0,0,0,"I believe the MX926 is not an issue as the scanning function still works with my Windows 10 PC.",14947
0,1,0,0,0,0,0,1,0,0,0,"A diagnostic scan of my MacBook Pro resulted in a clean bill of health.",14949
0,0,0,0,0,0,0,1,0,0,0,"My MacBook Pro is a Retina, 15-inch, Mid 2015 model.",14950
0,1,0,0,0,0,0,1,0,0,0,"I apologise for being light on diagnostic information, as there is next to nothing to provide; one minute I was able to scan via my MacBook Pro the next I could not.",14951
0,0,0,0,0,0,0,0,1,0,0,"I am having trouble printing after changing ink during a print job.",14954
0,0,0,0,0,0,0,0,1,0,0,"Re: My mx922 won't print after I changed ink during a print job - Hi crewser, You can try removing and reseating all of the ink tanks and print head in the printer to try and resolve the 6000 error.",14964
0,0,1,0,0,0,1,0,0,0,0,"I am running Windows 10 and am getting the same error codes when I try to scan.",15002
1,0,1,0,0,0,0,1,0,0,0,"Hi jim037, What version of Windows or Mac OS X is installed on your computer?",15018
0,1,0,0,0,0,0,0,0,0,0,"Are you using your PIXMA MX922 with a USB cable or are you using it wirelessly?",15019
0,0,1,0,0,0,0,0,0,0,0,"I run Windows 10 64 bit on both of my laptops.",15029
1,1,1,0,0,0,1,0,0,0,0,"After I successful installed the new MX922 on my laptop over a wireless connection, it would not respond when I attempted to print a test page. - Error 'Printer not responding' Unfortunately, I also could no longer print to my MX892 either and got the same message.",15030
1,0,0,0,0,0,0,0,0,0,0,"I uninstalled the printer, downloaded the driver from the Canon website to make sure I had the most recent version and then installed again with the same results.",15031
1,0,0,0,0,0,0,0,0,0,0,"Manuals for getting it setup suck, but I'm a techy so got through that bit.",15040
0,1,0,0,0,0,0,0,0,0,0,"More information on connecting the lines and devices to your computer can be found here.",15053
0,0,0,0,0,0,0,0,0,0,1,"Once these items have been verified, if you still are unable to hear a dial tone when you press the HOOK button on the unit or are unable to send a fax, please call or email us using one of the methods on the Contact Us page for further assistance.",15054
0,0,0,0,0,0,0,0,0,0,1,"Hi, I have a Canon MX922 multifunction printer, and it has never been able to send a fax. you can hear it dial the number, but then silence for a while, then it tries again, and eventually says ""line busy"".",15060
0,1,0,0,0,0,0,0,0,0,0,"Have tried faxing multiple numbers with the same result, also used internet service to fax one that I needed to send and it worked fine, got a return receipt and everything.",15062
0,0,0,0,0,0,0,0,0,0,1,"Re: Canon mx922 can't fax always get ""Line Busy"""" - Hi jkellman, If you press the HOOK button (located to the bottom left of the green Start button) on the unit, do you hear a dial tone?",15066
0,1,0,0,0,0,0,0,0,0,0,"But cannot connect to a ready, alert Dax.",15073
0,0,1,0,0,0,0,0,0,0,0,"http://answers.microsoft.com/en-us/windows/forum/windows_10-other_settings/windows-10-and-canon-pixm...",15077
1,0,0,0,0,0,0,0,0,0,0,"I've setup the wireless through wps and it went through.",15079
0,1,1,0,0,0,0,0,0,0,0,"When I try to print from another pc in the house the printer just says processing with a rolling status bar and sits there for over 30 minutes until I shut the printer off in disgust.",15080
0,0,1,0,0,0,0,0,0,0,0,"I'm on Windows 10 pc's.",15081
0,0,0,0,0,0,0,1,0,0,0,"I have a Mac computer operating with Yosemite 10-10-5.",15084
0,0,0,0,0,1,0,0,0,0,0,"My printer just started to print with some scribbling over some of the printed data.",15086
0,0,0,0,0,0,0,1,0,0,0,"Apple's last update broke something else that's unaffected by reinstalling the manufacturer-supplied driver.",15102
1,0,0,0,0,0,0,0,0,0,0,"It seems that communication with the printer other than auto-discovery and installation via system preferences is no longer possible after the update.",15104
1,0,0,0,0,0,0,1,0,0,0,"I also have a MacBook Pro that can no longer print after installing HT201465.",15105
0,0,0,0,0,0,0,1,0,0,0,"I can't connect my printer via USB because it's too far away from my Mac and am therefore dependent on AirPrint / network functionality.",15106
0,1,0,0,0,0,0,0,0,0,0,"I performed the Canon driver update yesterday and have no issue printing via wireless to an MX926 (the Australian version of the MX922) using the MX920 series driver.",15107
0,0,0,0,0,0,0,1,0,0,0,"Since you can use your iPhone, there is also the ability to use an AirPrint driver from the Mac to the MX.",15109
0,1,0,0,0,0,0,0,0,0,0,"Hi, I have a Canon MX922 printer (using the Canon MX920 series driver) that I've been using for three months over WiFi.",15112
0,0,0,0,0,0,0,1,0,0,0,"Printing over my iPhone (AirPrint) still works, but my Mac can't use the printer for scanning or printing.",15115
0,0,0,0,0,0,0,1,0,0,0,"Seems like Apple dropped the ball on this update.",15118
0,0,0,0,0,1,0,0,0,0,0,"Wrong, the photo quality is TERRIBLE.",15121
0,0,0,0,0,0,0,1,0,0,0,"Washed out, bleached looking results in photos with brighter light (but which look fine on the computer, iphone or camera) or extra dark and somewhat fuzzy in photos with lower light.",15122
0,0,0,0,0,0,0,0,0,1,0,"Send it back to AMAZON and order an HP?",15125
0,0,0,0,0,0,0,0,0,1,0,"I'm ready to trash this printer and buy an HP.",15128
0,0,0,0,0,0,0,0,1,0,0,"My question is, now 2 of the colors are out and I don't know if it's worth it to buy more ink?",15132
0,0,0,0,0,0,0,0,1,0,0,"Open the print head bay (as though you were about to change inks) 3.",15137
0,1,0,0,0,0,0,0,0,0,0,"First off every time I want to print to it over WiFi I have to reset my router for my computers to be able to print.",15150
0,1,0,0,0,0,0,0,0,0,0,"Re: PIXMA MX922 with error code B200 - Hi Frustrated83, Disabling the Wireless LAN DRX and iPv6 settings on the printer may resolve the wireless issue you are experiencing.",15153
1,0,0,0,0,0,0,0,0,0,0,"After it arrived I wanted to remove the new cartridges that I'd just installed in the older printer.",15163
0,0,0,0,0,0,0,0,1,0,0,"I get the print headed carriage to the change ink position, I raised the scanner/cover, flipped up the cover as if I was going to change the ink, lowered the scanner to res on the head cover.",15164
0,0,0,0,1,0,0,0,0,0,0,"Load a sheet of A4 or Letter-sized plain paper in the Auto Sheet Feeder or the Cassette.",15201
0,0,0,0,1,0,0,0,0,0,0,"Open the Paper Output Tray and then open the Output Tray Extension.",15203
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",15207
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",15221
0,1,1,0,0,0,0,1,0,0,0,"So that the Community can help you better, we will need to know the Computer Operating System you're using (Windows XP/Vista/7/8/10 or Mac 10.x), as well as the way you connect to your printer (USB or networked via WiFi or Ethernet).",15236
0,0,1,0,0,0,0,0,0,0,0,"Using Windows 10, just recently updated from 8.",15240
0,1,0,0,0,0,0,0,0,0,0,"Connect via WI-FI.",15242
1,0,1,0,0,0,0,1,0,0,0,"Hi vonwolf, What operating system is installed on your computer, Windows or Mac?",15248
1,0,1,0,0,0,0,1,0,0,0,"What version of Windows or Mac OS X is installed?",15249
0,0,0,0,1,0,0,0,0,0,0,"When I try to print an email it automatically wants to print from the upper tray, which I don't want.",15259
0,0,0,0,1,0,0,0,0,0,0,"Why won't it print from the lower tray which is fully loaded with paper?",15263
0,0,0,0,1,0,0,0,0,0,0,"There is no paper in the cassette (upper).",15279
0,0,0,0,1,0,0,0,0,0,0,"The printer worked fine for a couple of days but now will not load the paper and I keep getting a 6000 error code.",15291
0,0,1,0,0,0,0,0,0,0,0,"The only way to increase the contrast is to fiddle with the settings in IJ Scan Utility ScanGear on your PC each and every time you scan something.",15313
0,0,1,0,0,0,0,0,0,0,0,"If your scanner is not near your PC, it is not practical to use your PC as your scanner's control panel.",15315
0,0,0,0,0,0,0,1,0,0,0,"Re: MX922 Scans too Bright, Not Dark Enough - I'm using a Mac running OS 10.10.5.",15328
0,0,0,0,1,0,0,0,0,0,0,"Mx922 error support code 1007, there is no paper in cassette upper.",15338
0,0,0,0,1,0,0,0,0,0,0,"I have paper in the bottom cassette.",15339
0,0,0,0,1,0,0,0,0,0,0,"There is no paper in cassette (upper) - Hello.",15342
0,0,0,0,1,0,0,0,0,0,0,"The printer will feed from the upper tray when the document is set to a smaller paper size.",15343
1,0,0,0,0,0,0,0,0,0,0,"Check the Page Setup options in the print menu of your program to specify the correct size before printing.",15344
0,0,0,0,1,0,0,0,0,0,0,"There is no paper in cassette (upper) - I am trying to print envelopes for Christmas cards.",15349
0,0,1,0,1,0,0,0,0,0,0,"Even though I set the paper size in print options to 8.5x11"" and in the options window it specifies lower cassette, when the print window comes up, it says it wants to use the upper cassette and there is no paper.",15351
0,0,0,0,1,0,0,0,0,0,0,"The scan glass that the printer uses when scanning from the ADF is located to the left of the larger glass area (platen) when you open the cover.",15354
0,0,0,0,1,0,0,0,0,0,0,"Once cleaned, try scanning from the ADF again.",15357
1,0,0,0,0,0,0,0,0,0,0,"Just setting up my pixma mx922.",15363
1,0,1,0,0,0,0,0,0,0,0,"I've got it working perfectly on machines running windows 7 and 8, but am having problems with setting it up on the machine running 10.",15364
0,1,0,0,0,0,0,0,0,0,0,"I can successfully print wirelessly from the machine running 10, but there are no scanning options.",15367
0,0,1,0,0,0,0,0,0,0,0,"In the text box to the right of the Windows Stat button, please type in msconfig.",15374
0,0,1,0,0,0,0,0,0,0,0,"Under the Services Tab, click on 'Hide all Microsoft Services' at the bottom of the window just above the OK button.",15382
0,1,0,0,0,0,0,0,0,0,0,"The time for the download process may vary depending on the speed of your Internet connection and the size of the file being downloaded.",15404
0,0,1,0,0,0,0,0,0,0,0,"In the text box to the right of the Windows Stat button, please type in msconfig.",15409
0,0,0,0,1,0,0,0,0,0,0,"Load a sheet of A4 or Letter-sized plain paper in the Auto Sheet Feeder or the Cassette.",15446
0,0,0,0,1,0,0,0,0,0,0,"Open the Paper Output Tray and then open the Output Tray Extension.",15448
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",15453
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",15468
0,0,0,0,0,1,0,0,0,0,0,"After cleaning, test page printed out fine and showed colors and black now all OK.",15488
1,0,0,0,0,0,0,0,0,0,0,"However, when I attempted to print a new document (over WiFi set up), pages would come blank.",15489
0,0,1,0,0,0,0,1,0,0,0,"Used both PC and Mac laptop with same result.",15490
0,0,0,0,0,1,0,0,0,0,0,"Test pages to confirm cleaning and print head alignment show color and black images - but when documents sent to printer for printing, pages come out blank.",15494
0,1,0,0,0,0,0,0,0,0,0,"Cool concept with air print but is a pain to ... - Cool concept with air print but is a pain to connect to network, always freezes requiring hard shutdown.",15496
1,0,0,0,0,0,0,0,0,0,0,"I called for help to set it up and got someone from my own country within 2 minutes.",15499
0,0,0,0,1,0,0,0,0,0,0,"The drop down part the paper feeds out on...broke it.",15501
1,0,0,0,0,0,0,0,0,0,0,"I broke it too trying to install it.",15503
0,0,0,0,0,0,0,0,0,1,0,"No more hp printers or products ever!",15507
0,0,0,0,0,0,0,0,1,0,1,"the cartridges last well, the printer is fast and quiet.....I am very happy with canon and their printer!",15509
0,0,0,0,0,0,0,1,0,0,0,"The major problem is that there is no disclosure that drives must be downloaded for this printer to work w/Macs.",15510
0,0,0,0,0,0,0,1,0,0,0,"He said part of the problem is that Mac does not tell Canon when programs are changed that impact using the canon printers.",15512
0,0,0,0,0,0,0,0,0,1,0,"I encountered the same problem w/an Epson printer years ago.",15513
0,1,0,0,0,0,0,1,0,0,0,"It would just not work with a Mac and there was no fix/driver downloads.",15514
0,0,0,0,0,0,0,0,0,0,1,"But it was noisier and paper Jammed on first double sided print and burnt smell came and panel never turned on again.",15517
0,0,0,0,0,1,0,0,0,0,0,"The print quality is acceptable.",15532
0,0,1,0,0,0,0,0,0,0,0,"Using all the latest drivers on Windows ... - Horribly buggy.",15542
0,0,1,0,0,0,0,0,0,0,0,"Using all the latest drivers on Windows 10.",15543
0,1,0,0,0,0,0,0,0,0,0,"This hooked up to Wi-Fi flawlessly.",15546
1,0,0,0,0,0,0,0,0,0,0,"Very easy to set up.",15547
0,0,0,0,0,1,0,0,0,0,0,"But could not print a clear page under any conditions.",15548
0,0,1,0,0,0,0,0,0,0,0,"My Laptop is unable to use the CD/DVD tray since the official drivers for linux don't support CD/DVD printing.",15553
0,0,0,0,1,0,0,0,0,0,0,"The sensor can't find paper in the cassette so the LED readout says ""There is no paper in the cassette.......""",15560
0,0,0,0,0,0,0,0,0,0,1,"Now it just makes grinding noises.",15567
0,0,0,0,0,0,0,0,0,1,0,"Our old HP Photosmart still works after 15 years.",15571
0,1,0,0,0,0,0,0,0,0,0,"It drops offline about every 2 days and does not allow you the option of printing grayscale.",15574
0,0,0,0,0,0,0,0,1,0,0,"This thing rips through ink cartridges like there's no tomorrow.",15576
0,0,0,0,0,1,0,0,0,0,0,"Aside from that, the printouts look nice.",15579
0,0,0,0,0,1,0,0,0,0,0,"The prints are fine but you have to wait up to 5 minutes to get your first doc to print.",15583
0,0,0,0,0,0,0,0,1,0,0,"Also replaced the ink cartridges which are expensive to replace.",15591
0,0,0,1,0,0,0,0,0,0,0,"This is a poor value printer, please look elsewhere.",15592
0,0,0,0,0,0,0,0,0,1,0,"I never had issues with my HP printer before.",15593
1,0,0,0,0,0,0,0,0,0,0,"I would love to get this set up.",15602
0,0,0,0,0,0,0,0,0,0,1,"Clunky, loud, often slow.",15606
0,1,0,0,0,0,0,0,1,0,0,"Drops Wi-Fi frequently for no reason, And the worst part is it constantly runs out of ink, even if not printing frequently, thus requiring expensive refills.",15607
0,0,0,0,0,0,0,0,1,1,0,"IF you print a lot, the ink jet cartridges will eat you alive - Great printer, but the Epson 2500 prints for a fraction of the cost of cartridges.",15610
0,0,0,0,0,0,0,1,0,0,0,"No problems with it waking up from my IPad or my desktop.",15632
0,0,0,0,0,0,0,0,0,0,1,"Four Stars - works fine but not quiet",15634
