Sentence,Sentence#
"What is a WPS button?",17810
"It's not labelled.",17811
"The LAN connection does not work.",17812
"The quality is cheap, cheap, cheap.",17813
"Disgusted - I just purchased this computer and its going back.",17814
"All I am getting is error codes.",17815
"I can't even print a test page or an alignment page for that matter.",17816
"I am really disappointed.",17817
"Need to go through setup EVERY TIME!!!",17818
"- This machine is a definite joke.",17819
"It's such a waste of time and money.",17820
"It starts and prints out very slowly, uses a lot of ink.",17821
"But even worse, WIFI connection is totally unreliable!",17822
"Can you imagine having to go through setup every single time you want to print?",17823
"Definitely would NOT RECOMMEND this to anyone.",17824
"Spend your money on other products for sure!",17825
"size - I replaces an MX850 This MX922 is not as user friendly particularly with only one standard size paper tray.",17826
"Scanning to the computer is doable but you have to figure it out yourself.",17827
"The instructions are obviously written for someone who already knows what to do.",17828
"I was planning to pay more for a Canon copier with better features but needed the fax capability and Canon recommended this one.",17829
"It is doing the job and in a month I expect to be doing better.",17830
"I bought Canon because of past experience with their products and their e-mail help system",17831
"Ink hog - Slow load times on print which isn't a huge deal for me.",17832
"However after printing only 50-70 pages in the past 3 years I've gone through 3 ink replacements.",17833
"I'm done.",17834
"As I did with Samsung years ago after poor phone quality I'll never buy a Canon product again.",17835
"Wireless Issues - It copies/scans perfectly but won't print and wireless is not working,also times out often",17836
"Slow and very unresponsive. - Extremely slow and unresponsive.",17837
"Take forever to boot up and gets soft locked when it tries to shut down..",17838
"Wireless function does not work at all and just hangs.",17839
"Extremely disappointed.",17840
"First and last Canon printer I buy which will also affect my decision to purchase other Canon Products.",17841
"Many uses - Slow to activate, but does respond.",17842
"Many options for use, works with on screen controls.",17843
"Great printer, TERRIBLE scanner and connectivity - Have owned several other high end multi function printers (brother ricoh etc).",17844
"Bought this one because of the reviews saying it never paper jams (cannot afford to babysit it while working).",17845
"It does not jam.",17846
"It will print and print til infinity with zero issues at all.",17847
"Fabulous printer.",17848
"Ink hungry, but never jams.",17849
"Sadly network and wireless connectivity is years behind the other models.",17850
"Almost all other brands allow you to bluetooth/wifi connect with phone/tablet/pc etc instantly and with no setup.",17851
"Canon forces you to download an app and software just to connect to the printer.",17852
"Often very finicky when trying to print from phone.",17853
"Really miss the seamless integration that literally ALL other companies offer.",17854
"BIGGEST GRIPE THOUGH IS THE SCANNER!",17855
"Anything scanned, especially text, comes though so light it's almost transparent.",17856
"As this problem grew more and more frustrating I found that this is not a unique problem, many many many others have complained about the scanner's abilities and how it lightens things up far beyond anything legible.",17857
"Told canon my issues and they even sent me a replacement.",17858
"ZERO difference at all.",17859
"They simply missed the mark on this one, go for another model or brand if you are needing all the features and quick and painless connectivity.",17860
"Otherwise if you just need to print and nothing else, it will do that great.",17861
"terrible printer - I hate this printer.",17862
"Running Mac so the provided software will not work for me.",17863
"On line support is not working (no one seems to be home).",17864
"Have a issue that requires to cancel a task and can not find a cancelation button.",17865
"This the worst product that I ever purchased.",17866
"More often offline, then on - Every time I go to use this printer, I have to reinstall drivers.",17867
"At first, I thought it was just my network.",17868
"So after messing with it for how ever long, I finally moved it closer to the computer and just used USB.",17869
"Well, still has the same issues.",17870
"It also uses ink like crazy.",17871
"I mostly print UPS labels with it, so black.",17872
"But I'm replacing color cartridges just as often as the black.",17873
"It also has a little and big black cartridge, they both go out about the same time.",17874
"The document feeder misfeeds all the time.",17875
"Even new, it had issues pulling paper, so you have to try to force it to feed.",17876
"Save yourself the trouble and shop around - Purchased this printer based on price point and various multifunction features.",17877
"There are a number of aspects that are attractive in theory, such as wireless printing, Google cloud print, and printing from mobile devices.",17878
"Duplex printing is also a nice feature and drew me to purchasing the device.",17879
"But, in short, I've had LOTS of problems with the printer, most notably a huge problem with the PGBK toner.",17880
"Multiple cartridges simply will not print, no matter how often I do cleaning and deep cleaning.",17881
"This cartridge is essential to the function of the printer, and unfortunately I'm simply going to have to get rid of this printer and purchase a different brand.",17882
"Not a good choice for college students.... - No printer cable included for colleges that do not allow printers on their Wifi network which is the majority of universities.",17883
"No weekend support and their website is down because of too much traffic during US college move in week.",17884
"Canon you disappoint me!",17885
"Very annoying - Bought this printer a couple of months ago to replace our Canon MX926.",17886
"Worked fine initially but now only prints form my iPhone or iPad but not my laptop.",17887
"Piece of garbage - Nothing but problems since I purchased this printer.",17888
"One Word - - - - Pathetic!",17889
"- Error message first time it was powered on!",17890
"LAN Wire from Printer to the Router is dead!",17891
"Wi-Fi won't connect no matter what I try!",17892
"Only works intermittently even when connected via USB!",17893
"Any More Questions Why NOT To Buy This Low grade poor excuse for a printer.",17894
"It should be marketed as a large paperweight - Not a printer.",17895
"STAT AWAY - - - - - - - For The Love Of Humanity.",17896
"Stay Far Away!!",17897
"Way to complicated to set up for wireless and wire - Wish i never bought it.",17898
"Stupid set up.",17899
"Lack of communication.",17900
"Mel - Have had this printer for a couple of weeks and the only problem I have is how SLOW it is to respond.",17901
"It always works as I request but I wonder if it's going to respond sometime in this hour.",17902
"Canon Pixma MX922 - Every printer I have ever owned (6 so far that I can remember) has been a Canon, with the exception of an Epson I bought because it had much bigger ink cartridges.",17903
"Does Canon make a 'simple' printer with larger ink cartridges?",17904
"Also the directions are horrid.",17905
"There is no 'user friendly' when whomever wrote the directions.",17906
"I have to read much more than I want, spend too much time finding what I don't understand when trying to do a task ie; scan, copy double sided documents.",17907
"I normally bought Canon printers for their simplicity & easy to learn directions.",17908
"Yes I would recommend Canon printers, but you must have patience & loads of hours to learn how to run it as designed.",17909
"It was my job to write users manuals when I worked at IBM.",17910
"Simplicity sells better than encyclopedic searches.",17911
"MX922 - W0ORST ES PRINTER EBER I CANT CONNECT AT TIMES;..",17912
"CANT CONTROL INK NIGHTMARE WITH NO HOPE",17913
"Printer consistently drops internet and AirPrint - Spent a lot of money for a printer that says it is AirPrint enabled.",17914
"Using 2017 IPad with Latest Canon printer firmware as of 09/2017 and printer constantly drops internet AirPrint connection.",17915
"Canon has known about issue for 2 years and won't fix.",17916
"Avoid this printer at all costs if you print via AirPrint or wi-fi.",17917
"Good printer quality - But the printer always goes offline for people with Windows 10.",17918
"My husband has older version of Windows and it works fine.",17919
"I have to uninstall and reinstall printer drivers regularly.",17920
"I usually end up sending printing needs to husband and he printers them.",17921
"I have not found any help online either.",17922
"The problem is well know but no fixes that have helped me solve my problem.",17923
"Ink is also costly.",17924
"Less than a year and have always had issues. - This machine is not good for anyone with out their own tech department.",17925
"Wireless and wired fails to function and is useless as anything but a copier.",17926
"Can i give 0 stars?",17927
"- I just got the printer a week ago and just set it up...",17928
"not 1 thing works on it.",17929
"It printed 1 page but half of the image showed and I double checked the ink set up multiple times.",17930
"I tried to print again now nothing will print at all and everything is connected properly.",17931
"When I try and copy it says once the page is placed you can preview and press ok..",17932
"but the sheet was already there and it won't let me press ok with out an annoying beeping error.",17933
"HORRIBLE!",17934
"Costly, terrible machine - This printer is a waste of money.",17935
"It has good quality prints, but the ink is wretchedly high and you have to buy the tri-pack on most occasions.",17936
"Rarely can I find in stores a single color cartridge.",17937
"In addition, if you are missing one of the cartridges, you cannot scan.",17938
"Why would you need ink in order to scan?",17939
"You don't.",17940
"This is just a trap to get you to spend more money.",17941
"Disappointing...again - Noisy, slow, and does not last long.",17942
"I had the same printer for barely 2 years and the printer suddenly showed an error for which there was no solution.",17943
"It would have cost more to fix than to replace.",17944
"The printer is priced cheaply so that consumers spend their hard-earned money on ink instead.",17945
"I took the bait and purchased the SAME printer again from Amazon, this time with the added protection plan.",17946
"This model continues to show difficult in integrating with home networks, connectivity to the cloud, utilization of ink, etc. I think I'll upgrade to a better quality product, even if it costs more, after this one finally dies.",17947
"quiet - Had to replace my laser printer my cat destroyed.",17948
"Looked at a couple brands but with the advice of Staples staff I bought this printer.",17949
"I am so far happy with how it runs is quiet for this type of printer.",17950
"I love the crisp copies I am getting.",17951
"My biggest issue is with having to go on line to read the manual to learn to use the scan features.",17952
"Wish it were just a double sided copy that steps could be followed.",17953
"I wasted good portion of afternoon learning to scan.",17954
"Great copier - Everything else :scanner,fax email is the pits.",17955
"I can only use the copier.",17956
"I've had this thing for about five years.",17957
"I'm still trying to figure out how to fax and scan with it.",17958
"Waste of money.",17959
"Slow - The printer works fine but just VERY SLOW!!!",17960
"My last printer was MX860 and loved it.",17961
"Luckily I don't print that often.",17962
"It is fine for now as long as I don't fall asleep between print jobs!!!",17963
"Slow, hard to navigate - It's slow, hard to navigate and uses the ink very quickly.",17964
"Prints are good quality - First printer was full of errors when we first turned it on.",17965
"Went thru trouble shoot with technician but after a few things, he said send it back to canon.",17966
"""Don't they do quality control"" second printer prints good quality photos and regular documents with no issues.",17967
"Only giving it 3 stars because a company should never release products that do not work.",17968
"""New"" is suppose to work right?",17969
"I guess it's worth the money spent.",17970
"Much Worse Than Ancient Cheaper MX410 - This printer is so slow I think something is wrong.",17971
"Eventually something might print, but not always.",17972
"Too slow, noisy.",17973
"Lost all respect for Canon.",17974
"Would not buy another Canon.",17975
"They trick you into having to buy 2 black cartridges.",17976
"Terrible Printer - I am on my 3rd MX922 - they just break out after 1 and 1/2 years!",17977
"Problem is, I keep buying the same one hoping I will get a good one!",17978
"WORST PRINTER EVER & CAUSED MAJOR FIGHT W/ WIFE - This is the worst printer I have ever owned.",17979
"It has a mind of it's own, printing too light, too dark, running in and out of toner at unpredictable times, and it's always performing some other operation and is not ready to print.",17980
"My lovely wife gave it to me for Christmas - my initial reaction was why would anyone buy a printer needing 4 different color toner cartridges?",17981
"My wife who does many great things for my family and was not amused and her feelings were hurt as it was a gift.",17982
"This piece of junk wouldn't print this morning and we got into a yelling match over it, which I was wrong to do, but frustrated.",17983
"She stormed out shopping and now I have to buy her lobster, steak and a margarita to get her pretty smile back.",17984
"And Canon caused all this pain and I'm stuck with this junk for awhile longer.",17985
"AAAAAAHHHH!!!!!!!!!!!!!!!!!",17986
"Faulty - I use this printer very infrequently (like in a year, less than 12 times).",17987
"It has been buggy since the start - always product code errors, now the sensor went so I'm stuck with an error and no way to fix.",17988
"Blah!",17989
"Not impressive at all. - I am unimpressed with this printer.",17990
"It does not output anything close to professional prints.",17991
"Very weak in this area.",17992
"Also, the ink lasts about a week if you're lucky.",17993
"Save your money and get a good laser printer.",17994
"You can't get anything decent for under $1,000.",17995
"I should have known.",17996
"This printer is rubbish. - Bought this to replace my old printer and I'm ready to throw it in the trash.",17997
"It keeps wanting to print to the upper tray.",17998
"You'll spend hours installing drivers and reading how to fix this issue but the instructions on the Canon website are rubbish.",17999
"I'm ready to toss this out.",18000
"Almost perfect... - This printer has every feature I need/wanted.",18001
"However, it is soooooo slow when printing.",18002
"One of the reasons I bought a new printer was because my printer from 2010 was too slow.",18003
"This is the same!",18004
"Disappointed is this feature.",18005
"I love everything else though:)",18006
"Great features BUT won't print clearly - Printing lacks clarity, appears to be double struck or blurry.",18007
"Tried manually and automatic print head alignment.",18008
"Deep cleaned print head without improvement.",18009
"Print is readable.",18010
"Should have returned it when new.",18011
"this printer is horrible!",18012
"- It works one day and not the next.",18013
"It is too slow and eats up ink.",18014
"Printer may work one day, but then scanner doesn't.",18015
"If you need to print and scan at least twice a week do not buy this printer.",18016
"It doesn't deserve 1 star.",18017
"Difficult - I have never had a problem with any All-in-ones as I do with this one.",18018
"I am trying to scan and save.",18019
"It is hard to figure this thing out.",18020
"If I would have checked the ratings first, like I usually do, I would not have purchased this.",18021
"I will try calling the company to see if they can walk me through this process.",18022
"I will give an additional reply after my call.",18023
"Connection Issue - I tried hard and cannot connect.",18024
"I configured the set up properly and connected to my wifi but when I open my computer and try to print, it tells me that is offline.",18025
"Horrible Product - Very disappointed, Canon.",18026
"I have had nothing but trouble out of this printer since buying it a year ago.",18027
"Complicated to use, extremely slow to print, drains ink while providing extremely low quality printing, prints double sided when I have it set not to, spits out blank pages, & I can't get it to print at all right now.",18028
"Printer shopping now and will not be buying another Canon.",18029
"Output tray is the worst - I've had this model for work -- three times.",18030
"The first two completely stopped working pretty much the minute the warranty ran out.",18031
"The third is not allowing me to print wirelessly.",18032
"Awesome.",18033
"The output tray is really just a launching pad for paper to fly to the floor.",18034
"I can't believe they designed the output that way.",18035
"Worst Printer ever!!!",18036
"- Can't even describe issues with this printer.",18037
"Would take a book.",18038
"Horrible Printer - This printer only works when it wants to.",18039
"Do not buy.",18040
"No manual download at website - No simple directions to connect second computer to printer after buying 2 new Windows 10 computers (via wi-fi)",18041
"DO NOT BUY UNLESS YOU WANT HEADACHES!",18042
"- I bought this thing thinking it was going to last me a while and it turned out to only work a few times then loses its connection to the ""access point"".",18043
"If you are using this as a wireless printer you need not bother buying this piece of junk.",18044
"Great Features when it works!",18045
"- I purchased this product on recommendation from PC magazine.",18046
"It has great features but is really clunky.",18047
"Make a lot of noise and takes along time to wake up.",18048
"After less than three years it quit working and code B200 said we must take it to a repair center.",18049
"Turns out it costs more to fix than to buy a new one.",18050
"Seems like the more features they have, the more can go wrong.",18051
"More recycle of electronic waste!",18052
"Junk - I bought this printer a year ago.",18053
"It runs through ink, it's connection to the wifi is unstable, it is very slow to start up.",18054
"Print quality is OK, but compared to other modern printers leave this one in the junk pile.",18055
"Stinks on multiple levels - This printer is bad in the following ways: 1.",18056
"Does not want to connect to the network.",18057
"When we get it connected, it does not stay connected.",18058
"I had to plug a usb cable into the router like it's 2003 2.",18059
"Slow.",18060
"Need to print something quickly and dash out of the house?",18061
"Well, you need to wait a minimum of 5 minutes of whirring, clicks and grinding before your 1 page black and white page comes out.",18062
"3.",18063
"Ink.",18064
"No matter when you add ink cartridges, it always says it's low on ink.",18065
"Every time.",18066
"I adore my canon photography gear but this is just horrible, and it takes a lot for me to write a review of anything.",18067
"a dud - i brought this printer and it has been a nightmare it didnt come w/ a manual , its awful",18068
"I have problem with my printer is just showing .f - My printer showing follow the steps below one cancel printer then turn the device off to turn the device again if problem with their sisters see the manual and contact the service center and his show me there is a support code .",18069
"Poor Wireless and Scanner - Purchased 1 year ago.",18070
"Item scanner stinks, wireless stinks",18071
"Awesome Print Quality - It took little longer for me to set it up but the print quality of photos is off the chart.",18072
"I am really happy with the purchase and I would definitely recommend this product to a friend.",18073
"Mediocre print quality. - I have been extremely disappointed in the print quality of color photographs.",18074
"I get much better results at Costco at a fraction of the cost.",18075
"Extremely high cost for replacement cartridges.",18076
"Uses lots of Ink - Althoug i find this a good printer, I cannot find out where i can order parts.",18077
"There is a foam strip 1/2"" X abut 15"" below the print head that looks like a city skyline.",18078
"somehow it got caught and ruined.",18079
"I would say it is there to catch ink drips from getting from the print head to the paper.",18080
"as for operation i find the speed satisfactory, and the print quality good.",18081
"General Feature/Design Issues for Printing Envelop - Am a loyal Canon printer customer.",18082
"My recently purchased Pixma 922 series is a bit disappointing for printing envelopes.",18083
"The back slot, found in Pixma previous printer models was excellent.",18084
"One could print envelopes with ease.",18085
"Not this model!",18086
"Back slot for printing is excluded.",18087
"AND the top slot only allows for scanning and faxing, not printing.",18088
"Wish designers would have left the using as was!!!!",18089
"Printer that could have been..",18090
"but is frustrating. - I've been Canon buyer of numerous gear over 15years.",18091
"THIS printer is honestly the worst MF printer I've ever owned, I've had ~8 MF type printers for home or business.",18092
"This printer has constant issues with Network connectivity for scanning especially.",18093
"My BIGGEST gripe is the absolute horrible constant cleaning that runs every time I use it to print the first document when first turned on.",18094
"This issue makes printing take forever as it sits there cleaning and cleaning for 2-3 minutes, THEN prints the document.",18095
"As a result this thing burns thru ink like at an insane rate.",18096
"I have also reinstalled the software numerous time and done all I can EXCEPT smash it on the ground.",18097
"This is the worst review I have ever had to write on any product I think ever.",18098
"Sorry Canon but this printer is a major pile.",18099
"I have a Canon MX922 printer that once to twice a day displays that it was unplugged.",18100
"When you press OK it restarts, wasting a lot of ink and losing any incoming faxes it would not print while in this mode.",18101
"It is not losing power from the outlet as it is plugged into a UPS system that reports no power interruptions.",18102
"The power cable to the printer shows virtually zero resistance.",18103
"It has also started to randomly lose its wifi connection which requires a restart to reset and again wastes more ink.",18104
"In addition when you do try to turn it off it never will, showing ""waiting"" in the display for as long as you don't disturb it again.",18105
"This is not only inconvenient but very expensive.",18106
"What can be done?",18107
"Re: Canon MX922 printer says it loses power one a day while being plugged into a UPS - I use Yosemite on the Mac, Windows 7 Pro on the PC and IOS 8 on the iphone.",18108
"I fail to see how the device O/S affects this ""loss of power"" issue the MX922 tells me it has.",18109
"I connect to printer with a LAN, and WiFi.",18110
"Thank you",18111
"Re: Canon MX922 printer says it loses power one a day while being plugged into a UPS - Hi Gpsmith54!",18112
"So that the Community can help you better, we will need to know what Computer Operating System you're using.",18113
"(Windows XP/Vista/7/8 or Mac 10.x) Any other details you'd like to give will only help the Community better understand your issue!",18114
"If this is an urgent support need, please CLICK HERE to reach our friendly Technical Support Team by phone or email.",18115
"Thanks",18116
"Trying to scan on my MacBook Pro with OSX 10.11.2 This has worked with no problem before.",18117
"Now I try to get into the scanner through various methods and get the same error: ""An error occurred while communicating with the scanner.",18118
"(-9923)"" It is printing fine.",18119
"I deleted the drivers, downloaded the most recent drivers and reinstalled.",18120
"It still prints fine, but I still get the same error.",18121
"I am at a loss.",18122
"Re: Canon MX 922 not scanning -message: ""An error occurred while communicating with the scanner.",18123
"(- - Welcome to the Canon Forums and thanks for your post!",18124
"To have a better understanding of your issue, please let everyone know if you are connected via USB or WI-FI.",18125
"That way, the community will be able to assist you with suggestions appropriate for your product.",18126
"Any other details you'd like to give will only help the Community better understand your issue!",18127
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bit.ly/CanonEmail or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",18128
"Thanks!",18129
"Please see if the above is occurring.",18130
"I'll give it a shot and see if that works.",18131
"i am using a third party cartridge so that could make sense.",18132
"Though i'd think it would do it both while printing only that color and while printing with all colors....",18133
"I'm trying to print a photo out today and found that the Yello ink was not printing out leaving everything with either red or blue tones from the other colors.",18134
"I checked the ink cartridge and it wasn't empty, though not full either.",18135
"i did 3 deep cleanings, 1 normal cleaning, and 1 alignment.",18136
"when i had it print the test page the yellow didn't show up.",18137
"i decided to print a yellow dot and it did print out the yellow dot.",18138
"Then i created a Tricolor venn diagram of Red Yellow and Blue and printed it.",18139
"the red and blue printed out by they yellow did not.",18140
"Any ideas as to why it would pring they yellow if it's the only color printing but not when there are other colors along with it?",18141
"Hi bezoar, Please make sure that there is a strong signal between your printer and the wireless access point.",18142
"To do this, please follow these steps: 1.",18143
"From the GO menu of Finder, please click on Applications.",18144
"2.",18145
"Click on Canon IJ Network Utilities, Canon IJ Network Tool, and then Canon IJ Network Tool.",18146
"3.",18147
"Select the PIXMA MX922 in Printers.",18148
"4.",18149
"Select Status from the View menu.",18150
"The Signal Strength indicates the strength of the signal received by the printer, ranging from 0% to 100%.",18151
"The Link Quality indicates the signal quality excluding the noise while communicating, ranging from 0% to 100%.",18152
"Both of these values should be as close to 100% as possible.",18153
"Make sure that there is no barrier or obstacle between the access point and the machine.",18154
"Wireless communication between different rooms or floors is generally poor.",18155
"The metal, concrete, or timber including the metallic material, mud wall, or insulator may interrupt a wireless communication.",18156
"If the machine cannot communicate with the computer over a Wireless LAN for the wall material, place the machine and the computer in the same room or floor.",18157
"Since a device such as a microwave oven uses the same frequency bandwidth, it may cause interference.",18158
"Place the wireless devices as far away from the source of interference as possible.",18159
"Also, please log into your router and change the channel in your Wireless Settings.",18160
"Please try changing the channel to 11 or 6.",18161
"Changing the channel may eliminate any interference.",18162
"Interference can come from Bluetooth devices, cordless phones, microwave ovens and other nearby wireless networks if they are on overlapping channels.",18163
"Please refer to your routers' documentation for assistance in changing the wireless channel.",18164
"Also, routers have a feature that will disconnect devices that have not been in use for a period of time.",18165
"If you do not use your printer, the router will stop sending wireless signals to it and will become disconnected from the network.",18166
"Please refer to your routers manual to adjust this time out period or disable it.",18167
"If you continue to have difficulties, please contact our support group using the following link: https://www.usa.canon.com/internet/portal/us/home/contactus Did this answer your question?",18168
"Please click the Accept as Solution button so that others may find the answer as well.",18169
"I have an MX922.",18170
"It loses WiFi connections between print jobs requiring me to re-establish wireless printing each time.",18171
"Has been doing this for a long time.",18172
"Running Mac Sierra latest version",18173
"My Canon MX892 Printer/Multifunction decided to give me Error Code B200 yesterday.",18174
"called Canon and bottom line, ""too bad"".buy a new MX922!",18175
"Didn't like the reviews on the MX922 so I shelled out double the price to buy a new in the box MXZ892.",18176
"Should have it in hand next Wednesday.",18177
"question: Do I need to uninstall software and reinstall for new unit?",18178
"Will I be able to keep all of the stored scans now on MP Navigator?",18179
"Of course the thing waited until 6 weeks past my extended warranty (Purchased the 1st one on 12/19/12).",18180
"There are several reasons for staying with the MX892 that just ""barely"" over-ride the many reasons to go to another non-Canon printer/scanner.",18181
"but hey, I'm stuck.",18182
"Please advise as to the uninstall/reinstall procedure if anyone can.",18183
"Thank you!",18184
"Bob Emrick",18185
"Hi Bob!",18186
"The software that comes with the newer unit does not need to be reinstalled.",18187
"The only thing you will need to uninstall and reinstall is the printer driver itself so it can recognize the new unit.",18188
"If you need any assistance in uninstalling the old printer driver, please don't hesitate to contact our tech support team again.",18189
"You can do so by phone or email, just click here: https://bit.ly/ContactCanon.",18190
"We hope this information is useful to you.",18191
"~Shanna in Support",18192
"Re: Disc Label not centered on MX922 - The OS is Windows 10 Pro; The App is Acoustica CD Label Maker V 3.33.",18193
"Have not tried on another app.",18194
"Thank You",18195
"Re: Disc Label not centered on MX922 - Hi, Snuffy410!",18196
"So that the Community can help you better, we will need to know exactly which operating system is running on your computer (Windows or Mac OS X, and which version thereof), and which applications you're printing from.",18197
"That, and any other details you'd like to give will help the Community better understand your issue!",18198
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bit.ly/EmailCanon or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",18199
"Thanks and have a great day!",18200
"Re: Mx922 not able to connect - Hello.",18201
"The printer should be able to communicate with the desktop if they are connected to the same router.",18202
"Does your computer connect to a VPN or external network?",18203
"If so, you would have to disconnect and remain on the local network in order to access the printer.",18204
"If you continue to have difficulties with this issue, find more help at Contact Us.",18205
"Did this answer your question?",18206
"Please click the Accept as Solution button so that others may find the answer as well.",18207
"Here is my setup: I have a desktop connected by ethernet cable to my router which is a Linksys WRT 1900 AC which in turn is hosting a wireless network (of course).",18208
"I have a laptop connected to the wireless network and the laptop can access the printer with no problems.",18209
"However, the desktop, connected through the ethernet port, cannot locate the printer.",18210
"I have tried clearing the router's network table and resetting the printer to factory settings.",18211
"I have recently replaced all the internals of my computer and had to reinstall everything.",18212
"Before the reinstall it was connecting fine.",18213
"Now, even with the driver software, it cannot connect to the printer.",18214
"If anyone has any idea what can be done I would really appreciate the advice.",18215
"Using my laptop is all well and good, but for school work, a desktop is king.",18216
"I forgot to mention - both desktop and laptop are running Windows 10.",18217
"Re: Scanner not available while in use - error - OK, I went through the steps of deleting the printer, reinstalling the drivers, etc., and even though I can still print, I get the exact same message error I did before when I try to scan.",18218
"Please provide another suggestion.",18219
"Thanks, Ken",18220
"I have been scanning over a home network to my iMac without problem from my MX922 without problem for some time.",18221
"Now I get an error message 2.249.0, the scanner is not available while in use by another application or user...",18222
"Restarting things does not seem to help, nor does re-selectin the IMac as the scan destination.",18223
"Running OSX 10.9.5.",18224
"How can this be fixed?",18225
"Thanks, Ken",18226
"Re: Scanner not available while in use - error - Isn't there a general solution for this error message?",18227
"It would be helpful to all users to see it published here in the forum.",18228
"I just ran into this error as well.",18229
"I installed the Canon software from the cd under my admin account.",18230
"Then logged into my user account but got this error.",18231
"The scanner is not available while in use by another application or user 2.249.0 That is another annoying UX experience after I got so disappointed when I learned that Canon rejected updating drivers for my fabulous 8000F.",18232
"Re: Scanner not available while in use - error - Had this problem last night.",18233
"Canon support couldn't fix it.",18234
"They advised that I contact Apple.",18235
"Using El Capitan 10.11.2 Long story short.",18236
"Unplug Printer/scanner ( I'm using a Pixma MX 922 ) leave unplugged for about 15 minutes to clear.",18237
"Then reconnect to access point.",18238
"You should be good to go.",18239
"Re: Scanner not available while in use - error - Btw.",18240
"I updated the drivers as well from the Canon website, still no luck.",18241
"Re: Scanner not available while in use - error - Well, my problem fixed itself.",18242
"I never did find time to have an extended call with Canon support.",18243
"So, I used my old 8600f flatbed scanner when necessary, which still worked, and then a year went by...",18244
"Then, it happened that I upgraded to El Capitan OS on my iMac, and while I was at it, went back and updated the driver (which I had previously done a year ago for my old operating system without fixing the scanner issue) for the MX922 to the latest driver for El Capitan, and surprise!",18245
"The problem was gone.",18246
"I still don't know what happened to fix the problem -- the change in computer operating system, the driver update, some power failure or internet outage or something else over the past year?",18247
"Wish I did know, but for now it is working...",18248
"Whenever I scan using my MX922 with the document feeder on top, the final scanned page is crooked within the document.",18249
"That is, everything on the page is about 10 degrees off horizontal, including the visible bottom edge of the scanned document.",18250
"Is there anything that can be done to realign the paper feed to produce straighter scans?",18251
"Re: MX922 Scan Feeder Crooked - Hi mikebkatz, There is a setting in the IJ Scan Utility that can be disabled that will resolve this issue.",18252
"Please follow these steps: 1.",18253
"From the Start menu, click All Programs, Canon Utilities, IJ Scan Utility and then click on the IJ Scan Utility to start IJ Scan Utility.",18254
"2.",18255
"Click on Settings.",18256
"3.",18257
"On the left hand side, click on Document Scan.",18258
"4.",18259
"In the Scan Options section, click the [+] next to Image Processing Settings.",18260
"5.",18261
"Disable ""Detect the orientation of text document and rotate image"".",18262
"6.",18263
"Click OK.",18264
"Once set, please attempt to scan.",18265
"If you continue to have difficulties, please contact our support group using the following link: http://www.usa.canon.com/cusa/consumer/standard_display/contact_us_consumer Did this answer your question?",18266
"Please click the Accept as Solution button so that others may find the answer as well.",18267
"How do i restore wireless connectivity to our mx 922",18268
"Re: How do i restore wireless connectivity to our mx 922 printer?",18269
"- Have you recently made changes to your network (network name, password, router, internet service provider)?",18270
"If so, you can re-do the wireless setup from the operation panel of the printer itself.",18271
"Press the Menu button and go to WLAN setup, press ok.",18272
"If it asks you to press and hold a WPS button, press the STOP button on the printer, then you should see an option for Standard Setup.",18273
"Press ok and it will look for the networks near you.",18274
"Select your network, press OK and then enter in the password.",18275
"Should get you up and running again.",18276
"Problems can frequently be remedied by removing power and letting unit sit for about 30 minutes.",18277
"John Hoffman Conway, NH 1D Mark IV, Rebel T5i, Pixma PRO-100, MX472",18278
"I have a brand new MX 922.",18279
"I have printed off about three or four files, then clicked on copy, copied one thing, and now it is stuck on copy and will not allow me to print from my Mac.",18280
"There is sufficient ink.",18281
"and paper.",18282
"No jams.",18283
"Please help.",18284
"That's not an error.",18285
"My printer does the same; the LCD shows the option selected on printer.",18286
"Printing from computer is separate.",18287
"John Hoffman Conway, NH 1D Mark IV, Rebel T5i, Pixma PRO-100, MX472",18288
"Thanks for your response, John.",18289
"I found a place that said ""Print trial page"" and it did print that.",18290
"I then pulled all the ink cartridges, turned the printer off and unplugged it.",18291
"Once I reconnected everything, it did start printing again, although it still says ""Copy"" on the LCD screen.",18292
"But at least it's once again printing.",18293
"jrhoffman75 wrote: Problems can frequently be remedied by removing power and letting unit sit for about 30 minutes.",18294
"Worked fine when connected to router.",18295
"Changes services and moved router.",18296
"Appears to request USB connection, but does not work when cabled to computer.",18297
"Still prints fine in wireless mode and can create TIF files.",18298
"Did not work.",18299
"Finally took the simple step of uninstalling the printer, connecting it to the printer, and installing the printer again from the disk.",18300
"(DUH).",18301
"It worked.",18302
"The printer says it is a MX922, but the disk simply says PIXMA MX920 series.",18303
"Anyway it works.",18304
"Thanks for your efforts.",18305
"Hi Ranger49, Please make sure that the correct connection is selected in the IJ Scan Utility.",18306
"To do this, please follow these steps: 1.",18307
"Click on the Start menu select All Programs, then Canon Utilities, IJ Scan Utility and the click on IJ Scan Utility to open that program.",18308
