Sentence#,Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Sentence,Wireless Setup_predicted,Wireless Connectivity_predicted,Windows Compatibility_predicted,Selling Price_predicted,Paper Feed_predicted,Overall Print Quality_predicted
14084,0,0,1,0,0,0,But I scan alot and needed it to work without reinstalling Win 8.1 Pro x64/ Help this helps.,0.0,0.0,1.0,0.0,0.0,0.0
5265,0,0,0,0,0,0,I had an Epson before until I did their upgrade which made it stop recognizing their ink cartridges.,0.0,0.0,0.0,0.0,0.0,0.0
17573,0,0,0,0,0,0,I followed the directions here: OS is Maverick Apple.,0.0,0.0,0.0,0.0,0.0,0.0
10804,0,0,0,0,0,0,One issue some people may have with this printer is the time it takes sometimes to get the cartridges ready in between jobs.,0.0,0.0,0.0,0.0,0.0,0.0
17250,1,0,0,0,0,0,Re: Trying to set up PIXMA MX922 on a student network.,1.0,0.0,0.0,0.0,0.0,0.0
445,0,0,0,0,0,0,If I knew the Epson would have been a better buy !!,0.0,0.0,0.0,0.0,0.0,0.0
14601,0,0,0,0,0,0,"While clearing a paper jam in my Canon MX920 multi-function printer a small 5/16""x1.75"" compression spring fell out.",0.0,0.0,0.0,0.0,1.0,0.0
6425,0,0,0,0,0,0,My wife using IOS 7 on both phone and iPad can't.,0.0,0.0,1.0,0.0,0.0,0.0
13930,0,0,0,0,0,0,"Hi jimphillips, To try and resolve the C000 error, please remove and reseat all of the ink tanks and print head in the unit by following the steps located here.",0.0,0.0,0.0,0.0,0.0,0.0
19520,0,0,0,0,0,0,I tried reinstalling the drivers.,0.0,0.0,0.0,0.0,0.0,0.0
2231,0,0,0,1,0,0,I haven't faxed anything from this printer and probably won't so I don't know how that service works.&#13;&#10;&#13;&#10;For $99 I really cannot complain but if you are going to purchase this printer be aware of the items I mentioned above.,0.0,0.0,0.0,1.0,0.0,0.0
4810,0,0,0,0,0,0,"Also, having to buy new ink cartridges for every new printer, is so wasteful!",0.0,0.0,0.0,1.0,0.0,0.0
5293,0,0,0,0,0,0,These printers generally only last about 3 years - This is my third Canon MX printer.,0.0,0.0,0.0,0.0,0.0,0.0
3758,1,0,0,0,0,0,The wireless connection is easy to set up but drops frequently when the printer is in stand by.,1.0,1.0,0.0,0.0,0.0,0.0
8403,0,0,0,0,0,0,Runs through black ink very quickly.,0.0,0.0,0.0,0.0,0.0,0.0
2719,0,0,0,0,0,0,I would not buy this printer again and would probably go back to an HP.,0.0,0.0,0.0,0.0,0.0,0.0
2914,0,0,0,0,0,1,I also had to replace the ink tank since it finished kind of quickly and the print quality of the new ink tank is just horrible (although it is the original canon ink).,0.0,0.0,0.0,0.0,0.0,1.0
2041,0,0,0,0,0,0,I guess it just takes awhile to wake up.,0.0,0.0,0.0,0.0,0.0,0.0
11186,0,1,1,0,0,0,Print from pc- printer sounds like it has having digestive issues for two minutes (I timed it) - then doesnt print page.,0.0,0.0,0.0,0.0,0.0,0.0
16455,1,0,0,0,0,0,"Really stupid Printers may require a Setup program, that recognizes the printer and adds it to the Add-a-Printer dialog.",1.0,0.0,0.0,0.0,0.0,0.0
12702,0,0,1,0,0,0,That would be your router & your PC respectively.,0.0,0.0,1.0,0.0,0.0,0.0
14465,0,0,0,0,0,0,"Just waiting to see if aftermarket ink works, Threw out my HP because the only work with store bought HP ink.",0.0,0.0,0.0,0.0,0.0,0.0
10418,0,1,1,0,0,0,It prints wirelessly on both my iMac and new pro laptop.,0.0,1.0,1.0,0.0,0.0,0.0
9666,1,0,0,0,0,0,"Though, I see than Canon has improved their wireless set-up, somewhat.",1.0,0.0,0.0,0.0,0.0,0.0
16287,1,0,0,0,0,0,Re: Installing Canon PIXMA 922 Model 6992B002 - Hi Johnrhoward!,0.0,0.0,0.0,0.0,0.0,0.0
5575,1,0,0,0,0,0,I told him I was unsure how to check and then he asked me for the model number of the Panasonic telephone/answering system and he went online to find the owners manual and quite proficiently and patiently walked me through the proper setup of the Panasonic telephone/answering system.,1.0,0.0,0.0,0.0,0.0,0.0
10157,0,0,0,0,1,0,"Re: mx922 printer fails to print 8.5""x11"" paper (1/2 of the time) due to ""no paper i - I'm having this problem as well.",0.0,0.0,0.0,0.0,1.0,1.0
7276,0,1,0,0,0,0,but that is not specifically a problem with just this printer its just the way it is with wireless printing .,0.0,1.0,0.0,0.0,0.0,0.0
16033,0,1,0,0,0,0,I tried to print from several computers and still nothing.,0.0,1.0,0.0,0.0,0.0,0.0
19899,1,0,0,0,0,0,"Select Setup, then press OK.",1.0,0.0,0.0,0.0,0.0,0.0
4497,0,0,0,0,0,0,She can print directly from her I-Pad to this printer.,0.0,0.0,0.0,0.0,0.0,0.0
637,0,0,0,0,1,0,And the trays are very flimsy.,0.0,0.0,0.0,0.0,0.0,0.0
26,0,0,0,0,1,0,"Just purchased the printer, and I've some questions: (1) where is the user manual?; (2) can I print from the top tray?",0.0,0.0,0.0,0.0,1.0,0.0
7284,1,0,0,0,0,0,They even helped with setup.,1.0,0.0,0.0,0.0,0.0,0.0
4376,0,0,0,0,0,0,I would have given this model 5 stars except for the occasional paper misfeeds.,0.0,0.0,0.0,0.0,0.0,0.0
17111,0,0,0,0,0,0,I have a MacBook Air which means no CD-ROM drive.,0.0,0.0,0.0,0.0,0.0,0.0
5181,0,0,0,0,0,0,"Also, the air print is nice.",0.0,0.0,0.0,0.0,0.0,0.0
16115,0,0,1,0,0,0,I purchased 28pcs for only $23.,0.0,0.0,0.0,1.0,0.0,0.0
7291,0,0,0,0,0,0,Broken after one day.,0.0,0.0,0.0,0.0,0.0,0.0
968,0,0,0,1,0,0,Everyone of us has been pleased with the quality and the price.,0.0,0.0,0.0,1.0,0.0,0.0
18872,0,0,0,0,0,0,What a piece of crap.,0.0,0.0,0.0,0.0,0.0,0.0
19131,0,0,0,0,0,1,"This one worked great too, until it started spitting out illegible pages last week.",0.0,0.0,0.0,0.0,0.0,1.0
8560,0,0,0,0,0,0,"I'm so sad because I love, love, loved the Canon printer I replaced with this piece of garbage.",0.0,0.0,0.0,0.0,0.0,0.0
1460,0,0,0,0,0,0,"I needed a printer with the ability to produce good quality 8.5""x11"" prints, and like the previous Pixma class printers I have owned, the MX922 does a very nice job with photos, documents, and webpages.",0.0,0.0,0.0,0.0,0.0,1.0
15768,0,0,0,0,0,1,"Copies are good, just have to go through too much.",0.0,0.0,0.0,0.0,0.0,0.0
13317,0,0,0,0,1,0,"Hi fourthphoto, There may be some debris on the ADF rollers or areas of the platen glass that may be causing the vertical line; cleaning these areas may resolve the issue.",0.0,0.0,0.0,0.0,1.0,0.0
16693,0,0,0,1,0,0,"For the price is a good product - Uses a lot of toner, that is my only gripe.",0.0,0.0,0.0,1.0,0.0,0.0
7059,0,0,0,0,0,1,It prints decently enough and has enough features for my needs.,0.0,0.0,0.0,0.0,0.0,1.0
7111,0,0,0,0,0,0,All functions lock up if any printer cartridge is empty!,0.0,0.0,0.0,0.0,0.0,0.0
519,0,1,0,0,0,0,So convenient being able to print from my iPad Mini or iPhone!,0.0,1.0,0.0,0.0,0.0,0.0
19248,0,0,0,0,0,0,The ink is about the same price as the Epson ink but seems to be lasting longer.,0.0,0.0,0.0,1.0,0.0,0.0
7269,0,0,0,0,0,0,Had an Epson and it was much easier to get it to work out of the box.,1.0,0.0,0.0,0.0,0.0,0.0
3998,0,0,0,1,0,0,Who knew a $100 printer could be so great.,0.0,0.0,0.0,1.0,0.0,0.0
5722,0,1,0,0,0,0,"The only issue I've found, as I suppose should be expected, is that large files can take a long time to print over a wireless connection.",0.0,1.0,0.0,0.0,0.0,0.0
15632,0,0,0,0,0,0,No problems with it waking up from my IPad or my desktop.,0.0,1.0,0.0,0.0,0.0,0.0
4631,0,0,0,0,0,0,Prints quickly - What's great about it: Versatility . What's not so great: Warm up period Printer allows me to print regular copy and pictures.,0.0,0.0,0.0,1.0,0.0,1.0
3311,0,0,0,0,0,0,"It works without issue with my iphone, which is how I do most of my printing.",0.0,1.0,0.0,0.0,0.0,0.0
6316,0,1,0,0,0,0,"It would not connect WPS, even though my router/DSL modem tried to find it and couldn't.",0.0,1.0,0.0,0.0,0.0,0.0
15150,0,1,0,0,0,0,First off every time I want to print to it over WiFi I have to reset my router for my computers to be able to print.,0.0,1.0,0.0,0.0,0.0,0.0
919,1,0,0,0,0,0,"Now, after 2 hours, it is still not set up, and I am going to have to give it up until tomorrow when I can call tech support.",1.0,0.0,0.0,0.0,0.0,0.0
2960,1,0,0,0,0,0,"Set up is kind of tricky but once you get past it, this thing is worth its weight in gold.",1.0,0.0,0.0,0.0,0.0,0.0
2742,1,0,0,0,0,0,Setup took longer and there are still some settings that I have to adjust.,1.0,0.0,0.0,0.0,0.0,0.0
6164,0,0,0,0,0,0,Cons: Ink Cost More Than Device Describe Yourself: Heavy Duty User Primary use: Business Bottom Line: No,0.0,0.0,0.0,0.0,0.0,0.0
11182,1,0,0,0,0,0,set up the mac- had to fight with it- then 3 hours later just pops up.,1.0,0.0,0.0,0.0,0.0,0.0
4087,0,0,0,0,0,0,I applied your fix but still received the same error message.,0.0,0.0,0.0,0.0,0.0,0.0
9483,0,0,0,0,0,0,"Slower and noisier than expected - I bought the Pixma AIO MX922 on the advice of a B&H rep, after considering other ""top ten for 2016"" printers from HP and Epson.",0.0,0.0,0.0,0.0,0.0,0.0
11906,0,0,0,0,0,0,The result on my ERROR TX REPORT reads NG.,0.0,0.0,0.0,0.0,0.0,0.0
14315,0,0,0,0,0,0,"Re: my mx922 wont print ive put new ink in and still wont print - Hi janice_chestnut, Are you receiving an error when trying to print, or are pages printing from the printer, but coming out blank?",0.0,0.0,0.0,0.0,0.0,0.0
3182,0,0,0,1,0,0,We've had ours about four months and have spent twice the price of the printer in ink.,0.0,0.0,0.0,1.0,0.0,0.0
3048,1,0,0,0,0,0,I've now set up and used the machine for several weeks and I love it.,1.0,0.0,0.0,0.0,0.0,0.0
752,0,0,0,0,0,0,It feels like it is made of cheap plastic and feels not as sturdy as mx700.,0.0,0.0,0.0,0.0,0.0,0.0
6756,0,0,1,0,0,0,This unit works fine on windows 8.1.,0.0,0.0,1.0,0.0,0.0,0.0
11621,0,0,0,0,1,0,The scanner works very well and I really like the ADF,0.0,0.0,0.0,0.0,0.0,0.0
8912,0,0,0,0,0,0,Changing the ink cartridge again did not help fix the problem.,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0,0,0,0,0,Canon Support walked me through the fix and have not had a problem since.,0.0,0.0,0.0,0.0,0.0,0.0
206,1,0,0,0,0,0,3) Set up was a breeze.,1.0,0.0,0.0,0.0,0.0,0.0
13135,0,0,0,0,0,0,Why won't Canon support (who monitor this site) explain how to fix the problem?,0.0,0.0,0.0,0.0,0.0,0.0
17398,0,1,0,0,0,0,"I love the printer, but every time I need to print, it's ""offline"".",0.0,1.0,0.0,0.0,0.0,0.0
7875,0,0,0,0,0,0,In the end I did not buy this printer again because of the costly ink and the hard failure it had after a lower than expected life cycle.,0.0,0.0,0.0,0.0,0.0,0.0
19222,0,0,0,0,0,0,Burn through ink as quickly as possible.,0.0,0.0,0.0,0.0,0.0,0.0
8063,0,0,0,0,0,0,"First, it takes FOREVER to wake up - lots and lots of clicking, whirring, and humming before it can print.",0.0,0.0,0.0,0.0,0.0,0.0
6066,1,0,0,0,0,0,"Pros: Fast Print Time Cons: Hard Setup, Hard To Use Describe Yourself: Infrequent User Primary use: Personal Bottom Line: Yes",1.0,0.0,0.0,0.0,0.0,0.0
4439,0,0,0,1,0,0,"Although I received some resistance at first, a manager stepped to the plate and allowed a price match which is one of the reasons I always consider Best Buy before making my audio video purchases.",0.0,0.0,0.0,1.0,0.0,0.0
13038,1,0,0,0,0,0,Select Advanced setup and press .,1.0,0.0,0.0,0.0,0.0,0.0
18387,0,0,1,0,0,0,"Re: MX922 Scanner stopped working all of a sudden. - I'm using Windows 7 Enterprise, SP-1.",0.0,0.0,1.0,0.0,0.0,0.0
12725,0,0,0,0,0,0,"That's equivalent to an error message, in the browser.",0.0,0.0,0.0,0.0,0.0,0.0
19283,0,1,0,0,0,0,It disconnects from the wifi frequently even though it is right next to the router (and the router is working perfectly fine).,0.0,1.0,0.0,0.0,0.0,0.0
8878,0,0,0,0,0,0,This printer is a piece of garbage.,0.0,0.0,0.0,0.0,0.0,0.0
8220,0,0,0,0,0,0,Ink runs out very quickly.,0.0,0.0,0.0,0.0,0.0,0.0
4442,0,0,0,0,0,0,"Great photo printer with an average doc printer - The Good: This is a great photo printer with a good ""small quantity"" document printer.",0.0,0.0,0.0,0.0,0.0,0.0
10778,0,0,0,0,1,0,The MX870 had a paper feed at the back for card stock paper that the MX922 does not have and I have had the MX922 fail to feed card stock several times.,0.0,0.0,0.0,0.0,1.0,0.0
7476,0,0,0,0,0,0,"One guy I read about spent hours with tech from Google, could not get it to link and finally they determined to use it until the ink runs out and buy a different printer.",0.0,0.0,0.0,0.0,0.0,0.0
17560,0,1,0,0,0,0,The time for the download process may vary depending on the speed of your Internet connection and the size of the file being downloaded.,0.0,1.0,0.0,0.0,0.0,0.0
15112,0,1,0,0,0,0,"Hi, I have a Canon MX922 printer (using the Canon MX920 series driver) that I've been using for three months over WiFi.",0.0,1.0,0.0,0.0,0.0,0.0
3399,0,0,0,0,0,0,"Takes too much time to ""process"" what it's about to print...",0.0,0.0,0.0,0.0,0.0,0.0
7040,0,0,0,1,0,0,Is there a better printer for the price?,0.0,0.0,0.0,1.0,0.0,0.0
2611,0,0,0,0,0,0,"If ONE of the ink cartridges is dry, then it will not print anything until it's replaced, so you better have replacement cartridges on hand at all times.",0.0,0.0,0.0,0.0,0.0,0.0
3256,0,0,0,0,0,0,"Color stays accurate, and fine lines come out crisper and more satisfying than potato chips.",0.0,0.0,0.0,0.0,0.0,0.0
9439,1,0,0,0,0,0,The printer and drivers are working perfectly - I just want a consistent install among computers.,1.0,0.0,0.0,0.0,0.0,1.0
10881,0,0,0,0,0,0,Re: My MX922 will not do ANYTHING - I'm using Mac El Capitan.,0.0,0.0,0.0,0.0,0.0,0.0
3448,0,0,0,1,0,0,"I have found that ink is more expensive for this than the HP, so I'm using more and paying more for the privilege.",0.0,0.0,0.0,0.0,0.0,0.0
18762,0,0,0,0,1,0,I'm trying to use my iPhone 7 Plus and having the same problem as everyone else it will not print because there's no paper in the top tray,0.0,0.0,0.0,0.0,1.0,0.0
17988,0,0,0,0,0,0,"It has been buggy since the start - always product code errors, now the sensor went so I'm stuck with an error and no way to fix.",0.0,0.0,0.0,0.0,0.0,0.0
13308,0,0,0,0,1,0,Re: Printer won't print after adding paper.,0.0,0.0,0.0,0.0,0.0,0.0
63,1,0,0,0,0,0,The wireless setup did not go as smooth as I had hope and eventually I had to call Canon Support for assistance.,1.0,0.0,0.0,0.0,0.0,0.0
18240,0,0,0,0,0,0,Re: Scanner not available while in use - error - Btw.,0.0,0.0,0.0,0.0,0.0,0.0
5259,0,1,0,0,0,0,CON: randomly goes offline I would recommend this to a friend!,0.0,1.0,0.0,0.0,0.0,0.0
7819,0,0,0,0,0,0,Cheaply made and slow.,0.0,0.0,0.0,0.0,0.0,0.0
1295,0,0,0,0,0,0,This high pitched hum is so bloody annoying!!,0.0,0.0,0.0,0.0,0.0,0.0
2385,0,0,0,0,0,0,"It doesn't burn through ink like other printers I've had (Epson, HP) and when I do need new ink the replacements are so much cheaper!",0.0,0.0,0.0,1.0,0.0,0.0
16775,0,0,0,0,0,1,We are really please with the quality of the print.,0.0,0.0,0.0,0.0,0.0,1.0
8799,0,0,0,0,0,0,I use the latest drivers from Canon's Web site instead of the supplied disc.,0.0,0.0,0.0,0.0,0.0,0.0
10662,0,0,0,0,0,0,"What has been super great, is the US based tech support offered by Canon!",0.0,0.0,0.0,0.0,0.0,0.0
6887,0,1,0,0,0,0,"However, as you have ascertained, the ""permanent"" fix involves the static IP in DHCP and matching that address on printer configuration for both the wired and wireless with correlation to MAC address",0.0,1.0,0.0,0.0,0.0,0.0
12601,0,0,0,1,0,0,Amazing bang for the buck!,0.0,0.0,0.0,1.0,0.0,0.0
6171,0,0,0,0,0,0,Canon support is also great when needed.,0.0,0.0,0.0,0.0,0.0,0.0
4833,0,0,0,0,0,0,"It does not hold much paper and is a little slow, but it is fine for my use I would recommend this to a friend!",0.0,0.0,0.0,0.0,0.0,0.0
12484,0,0,1,0,0,0,Windows 10 and Canon My Image Garden for dvd printing.,0.0,0.0,1.0,0.0,0.0,0.0
15079,1,0,0,0,0,0,I've setup the wireless through wps and it went through.,1.0,0.0,0.0,0.0,0.0,0.0
4171,0,0,0,0,0,0,"I'm on a mac, and there is no selection in the printer driver to deliver paper from the envelope tray.",0.0,0.0,0.0,0.0,1.0,0.0
14304,0,1,0,0,0,0,Re: can print from new MX922 over wireless network but cannot scan to iMac OSX10.6. - From the computer message: Cannot communicate with scanner.,0.0,1.0,0.0,0.0,0.0,0.0
14324,0,0,0,0,0,0,Then I got an error code and now nothing.,0.0,0.0,0.0,0.0,0.0,0.0
1442,0,0,0,0,0,0,It's always adjusting itself and takes at least 3-4 minutes to start printing.,0.0,0.0,0.0,0.0,0.0,0.0
5162,0,0,0,1,0,1,great printer - What's great about it: its prints beautifully . What's not so great: it takes a few seconds to start printing overall great printer for the price.,0.0,0.0,0.0,1.0,0.0,0.0
4561,1,0,0,0,0,1,- What's great about it: Good quality print with auto 2-sided print . What's not so great: Large piece to accommodate I am a tech neophyte so it took me a bit longer than expected to set up this wireless printer.,1.0,0.0,0.0,0.0,0.0,1.0
15488,0,0,0,0,0,1,"After cleaning, test page printed out fine and showed colors and black now all OK.",0.0,0.0,0.0,0.0,0.0,1.0
1767,0,0,0,0,0,0,The MX922 is loud.,0.0,0.0,0.0,0.0,0.0,0.0
14944,0,1,1,0,0,0,"The MX926 is connected to my network via Wi-Fi and shared with a MacBook Pro, MacBook Air and a Windows PC.",0.0,1.0,1.0,0.0,0.0,0.0
6249,1,0,0,0,0,0,"This would get 5 stars for print quality, but had to give 3 for the noise level, and the paper tray setups.",0.0,0.0,0.0,0.0,1.0,0.0
8895,0,0,0,0,0,0,"Then, after one month of light house-hold use, both black cartridges went dry.",0.0,0.0,0.0,0.0,0.0,0.0
11962,0,0,0,0,0,0,"I know this sounds stupid, but I wanted to pass along what I think may have been my issue.",0.0,0.0,0.0,0.0,0.0,0.0
379,0,0,0,0,0,0,"The only negative I feel it has is the fact that it is painfully slow when making copies but I guess I'd prefer quality over speed, though I'd love to have both.",0.0,0.0,0.0,0.0,0.0,0.0
5949,0,0,0,0,0,0,Re: message - another computer is using the printer - what does this mean?,0.0,0.0,0.0,0.0,0.0,0.0
5957,0,0,1,0,0,0,docs in queue wont print. - My laptop is an HP Pavilion g7.,0.0,0.0,1.0,0.0,0.0,0.0
3439,0,1,1,0,0,0,I have it connected wirelessly to a Windows laptop.,0.0,1.0,1.0,0.0,0.0,0.0
15316,0,0,0,0,0,0,It would be great if Canon could fix the scanner driver so that it automatically outputs scans with more contrast and less brightness as a default.,0.0,0.0,0.0,0.0,0.0,0.0
17293,0,0,0,0,0,1,"2) What's a good replacement for an All-in-One (need good quality color printing for photos, scanning.",0.0,0.0,0.0,1.0,0.0,1.0
5698,0,1,0,0,0,0,Versatile but sometimes takes a while to start - What's great about it: Printing from my iPhone.,0.0,1.0,0.0,0.0,0.0,0.0
13096,0,0,1,0,0,0,I use Windows 8.,0.0,0.0,1.0,0.0,0.0,0.0
18121,0,0,0,0,0,1,"It still prints fine, but I still get the same error.",0.0,0.0,0.0,0.0,0.0,1.0
16178,0,0,0,0,0,0,Designed to rip off your ink money - This printer will burn through your small black cartridges even when the large black still has plenty of ink left.,0.0,0.0,0.0,0.0,0.0,0.0
7883,0,0,0,0,0,0,I do not yet know how good it is with ink usage as it is still too new.,0.0,0.0,0.0,0.0,0.0,0.0
4651,1,1,0,0,0,1,"It prints quickly, has easy WiFi setup, automatically connects to my iphone and ipad, and has very good print quality.",1.0,1.0,0.0,0.0,0.0,1.0
15248,1,0,1,0,0,0,"Hi vonwolf, What operating system is installed on your computer, Windows or Mac?",1.0,0.0,1.0,0.0,0.0,0.0
16696,0,0,0,0,0,1,"good printing - sometimes it takes a long time to start, it goes through several long steps at start up I would recommend this to a friend!",0.0,1.0,0.0,1.0,0.0,0.0
15678,0,0,0,1,0,0,"Works well but a tiny bit slow especially with pictures. - I like this printer, it's affordable, easy to use, works well, and the ink is affordable.",0.0,0.0,0.0,1.0,0.0,0.0
3028,0,0,0,0,1,0,"Defaults to wrong tray - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I find that this printer defaults to the top tray which does not fit 8.5 x 11 paper.",0.0,0.0,0.0,0.0,1.0,0.0
16344,0,1,1,0,0,0,"Comes up as PC Local (USB) - Hi caroldorn, You will need to have the Canon IJ Network Scanner Selector EX running on your computer in order to scan wirelessly from the operation panel of the printer.",0.0,1.0,1.0,0.0,0.0,0.0
3066,0,0,0,0,0,0,I had a paper jam and did not know and the tech support guy stayed on the phone and helped me get my printer to do its job!!!,0.0,0.0,0.0,0.0,0.0,0.0
19144,0,0,0,0,0,0,"Fantastic printer, even if its a bit slow. - Best printer I've bought in awhile!",0.0,0.0,0.0,0.0,0.0,0.0
9467,0,0,0,0,0,0,Color it Slow - My complaint with this machine is its 0-60 competency.,0.0,0.0,0.0,0.0,0.0,0.0
7743,1,0,0,0,0,0,It took quite a while to set up with many glitches along the way.,1.0,0.0,0.0,0.0,0.0,0.0
3934,1,0,1,0,0,0,"Easy install, full wireless connectivity to all my laptops, tablets, etc.",1.0,1.0,1.0,0.0,0.0,0.0
11030,0,1,1,0,0,0,"My MG6220 has worked wirelessly, for two years, on the same Lenovo computer with Windows 7.",0.0,1.0,1.0,0.0,0.0,0.0
10015,0,0,0,0,1,0,"It reads ""no paper in lower tray"", but there IS paper in there.",0.0,0.0,0.0,0.0,1.0,0.0
13025,0,0,0,0,0,0,"When the message prompting you to restart your computer is displayed, please click OK.",0.0,0.0,0.0,0.0,0.0,0.0
16701,0,0,0,0,0,0,It is slow for everything except using up the ink.,1.0,0.0,0.0,0.0,0.0,0.0
4589,0,0,0,1,0,0,Great printer/scanner for the money.,0.0,0.0,0.0,1.0,0.0,0.0
2988,0,1,0,0,0,0,DOES NOT COME WITH USB CABLE AND DOESN'T WORK WIRELESS!,0.0,0.0,0.0,0.0,0.0,0.0
15446,0,0,0,0,1,0,Load a sheet of A4 or Letter-sized plain paper in the Auto Sheet Feeder or the Cassette.,0.0,0.0,0.0,0.0,1.0,0.0
19526,0,1,1,0,0,0,"I can't scan wirelessly with any computer on the home machine, but the laptop seems to be the best control right now.",0.0,1.0,1.0,0.0,0.0,0.0
16944,0,0,0,0,0,0,Re: PIXMA MX 922 does not print - If you delete the driver and then reinstall - download the latest version from the Canon support site - you can start the installation process over.,1.0,0.0,0.0,0.0,0.0,0.0
9356,1,0,0,0,0,0,I have the same problem if I try to install the printer using a USB cable.,1.0,0.0,0.0,0.0,0.0,0.0
7793,0,0,0,0,0,1,The quality of the prints are good as we have come to expect from Canon products.,0.0,0.0,0.0,0.0,0.0,1.0
8515,0,0,0,0,0,0,- Granted I smashed my HP one to death BUT this wont last much longer i will literally smash this junk to 100s of pieces LONG BEFORE the 1st ink runs out ...,0.0,0.0,0.0,0.0,0.0,0.0
4488,0,0,0,0,0,0,It seems reliable but I only used it for three months and with heavy usage.,0.0,0.0,0.0,0.0,0.0,0.0
4425,0,0,0,0,0,0,Ink use so far has been minimal.,0.0,0.0,0.0,0.0,0.0,0.0
9854,0,0,0,0,0,0,"However, after reading reviews on the HP (I usually read reviews first, buy second), I didn't even bother to open the box, I just took it straight back to Costco.",0.0,0.0,0.0,0.0,0.0,0.0
1706,0,0,0,0,0,0,Customer service was great and I soon had the printer up and working.,1.0,0.0,0.0,0.0,0.0,0.0
18545,0,1,0,0,0,0,The Canon printer is not able to connect to either one via WiFi.,0.0,1.0,0.0,0.0,0.0,0.0
14330,0,0,0,0,0,1,It prints beautifully and it is easy to use.,0.0,0.0,0.0,0.0,0.0,1.0
14109,1,0,0,0,0,0,My second attempt involved...Menu --> Change set up method --> Other setup ---> Advanced setup --> My access point is not displayed in the menu.,1.0,0.0,0.0,0.0,0.0,0.0
3518,0,0,0,0,0,0,The 7520 was my third (model of) HP Photo printer that I have owned over the years.,0.0,0.0,0.0,0.0,0.0,0.0
12037,0,0,0,0,0,0,Takes a bit a time to warm up for each printing cycle and is a bit noisy as it does this.,0.0,0.0,0.0,0.0,0.0,0.0
19681,0,0,0,0,0,0,Please compare your printout to the example that has been attached to this message.,0.0,0.0,0.0,0.0,0.0,0.0
2044,0,0,0,1,0,0,"Still if you're able to get it cheap, its a lot of machine for the $",0.0,0.0,0.0,1.0,0.0,0.0
848,0,0,0,0,1,0,"Picked this up to see if it would dethrone the champ - Epson WorkForce WF-3520 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, 2-Sided Duplex, ADF, Fax.",0.0,0.0,0.0,0.0,1.0,0.0
2784,0,0,0,0,0,0,Takes twice as long to think about what it needs to print vs actual print time.,0.0,0.0,0.0,0.0,0.0,0.0
244,0,0,0,0,0,0,The actual printing was relatively quick - it was the waiting of the processing of the printer (the processing your page with bonus noise included for 5 minutes to print one black and white document page. -Paper jam central. 1 jam to every 10 pages without fail. -1/2 the ink left and streaking on margins -print would come out off set on occasions. (like one spot higher than the other) -Alignment- cleaning etc--PLEASE.,0.0,0.0,0.0,0.0,0.0,0.0
3314,0,0,0,0,0,0,"Cannot say anything yet about the printer ink, but it does concern me that there are so many cartridges, and they can be quite expensive.",0.0,0.0,0.0,0.0,0.0,0.0
19118,0,0,0,1,0,0,Four Stars - Bulky but does what is needed for great price.,0.0,0.0,0.0,1.0,0.0,0.0
11049,0,1,1,0,0,0,"Re: My Canon MX922 will not print wireless - Hi Diane, To ensure the most accurate information is provided, we will need to know the version of Windows or in use.",0.0,0.0,1.0,0.0,0.0,0.0
18300,1,0,0,0,0,0,"Finally took the simple step of uninstalling the printer, connecting it to the printer, and installing the printer again from the disk.",1.0,1.0,0.0,0.0,0.0,0.0
14177,0,0,0,0,0,0,"I've heard good things about Brother printers, and they don't use as much ink according to the reviews I've read.",0.0,0.0,0.0,0.0,0.0,0.0
18597,0,0,0,0,0,0,"Re: I receive an error code:5,157,69 when I try to scan using my MX922.",0.0,0.0,0.0,0.0,0.0,0.0
4298,1,1,0,0,0,0,I have just purchased and installed a new Pixma MX922 printer and connected it wirelessly to my home network.,1.0,1.0,0.0,0.0,0.0,0.0
10754,1,0,0,0,0,1,Setup was easy and the print and copy quality are great.,1.0,0.0,0.0,0.0,0.0,0.0
2780,0,0,0,0,0,1,"This makes great prints. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) If you want to print photos, this will do a very good job.",0.0,0.0,0.0,1.0,0.0,1.0
14105,1,1,0,0,0,0,TallCedar wrote: This is a new install...Recently purchased PIXMA MX922 and have not been successful in getting to recognize my router.,1.0,0.0,0.0,0.0,0.0,0.0
11426,1,0,0,0,0,0,"http://en.wikipedia.org/wiki/Wi-Fi_Protected_Setup Basically, the idea is to press a WPS button on your router and within a short period of time, also press a button on the printer.",1.0,0.0,0.0,0.0,0.0,0.0
6812,0,1,0,0,0,0,I'm keeping my fingers crossed that I won't lose the connection again.,0.0,1.0,0.0,0.0,0.0,0.0
4473,0,0,0,0,1,0,"It also offers both Ethernet and Wi-Fi support, a duplexer (for two-sided printing), and both a letter size flatbed and an automatic document feeder (ADF) for scanning.",0.0,0.0,0.0,0.0,1.0,0.0
1232,1,1,1,0,0,0,"Easy setup, flawless printing from a Windows 7 desktop, a Windows 8 laptop, an Iphone 5 and an Ipad, all wireless.",1.0,0.0,1.0,0.0,0.0,0.0
